symbol,series,date,prev_close,open,high,low,last,close,AVG_PRICE,volume,turnover_lacs,num_trades,deliv_qty,deliv_per
ICICIBANK, EQ,2025-05-08,1435.4,1438.6,1448.9,1426.1,1427.3,1435.5,1439.49,15306490,220335.11,182407,11022294,72.01
ICICIBANK, EQ,2025-05-09,1435.5,1415.2,1419.9,1387.0,1389.0,1388.9,1394.54,13491197,188140.33,248736,9814195,72.75
ICICIBANK, EQ,2025-05-12,1388.9,1409.4,1453.0,1404.0,1451.5,1448.5,1436.69,9925445,142598.37,180758,6650816,67.01
ICICIBANK, EQ,2025-05-13,1448.5,1440.1,1447.9,1427.4,1430.8,1430.6,1432.31,12475424,178686.17,209013,7683857,61.59
ICICIBANK, EQ,2025-05-14,1430.6,1429.9,1440.7,1417.3,1427.4,1426.2,1427.87,8026837,114613.11,143054,5721715,71.28
ICICIBANK, EQ,2025-05-15,1426.2,1425.9,1456.5,1415.5,1451.0,1450.8,1438.96,18209264,262023.83,211899,10202410,56.03
ICICIBANK, EQ,2025-05-16,1450.8,1453.3,1458.7,1447.0,1452.4,1454.0,1454.25,6439208,93642.46,145344,4516729,70.14
ICICIBANK, EQ,2025-05-19,1454.0,1446.5,1459.7,1443.8,1447.0,1449.0,1451.29,6005334,87155.02,139810,3954297,65.85
ICICIBANK, EQ,2025-05-20,1449.0,1450.2,1459.0,1435.5,1439.5,1438.2,1440.54,11352383,163535.93,128816,8054354,70.95
ICICIBANK, EQ,2025-05-21,1438.2,1442.9,1451.3,1438.5,1445.4,1444.7,1445.11,5510460,79632.42,106396,3293659,59.77
ICICIBANK, EQ,2025-05-22,1444.7,1441.1,1445.3,1427.8,1440.0,1442.1,1435.62,7245933,104023.74,147665,4114985,56.79
ICICIBANK, EQ,2025-05-23,1442.1,1442.2,1451.8,1434.4,1450.5,1449.8,1446.83,5203706,75288.52,113699,3606983,69.32
ICICIBANK, EQ,2025-05-26,1449.8,1458.0,1471.6,1455.0,1460.5,1460.6,1460.94,5608725,81939.95,189038,3892907,69.41
ICICIBANK, EQ,2025-05-27,1460.6,1452.5,1463.0,1435.7,1445.3,1446.4,1445.59,14842959,214568.12,221484,9079508,61.17
ICICIBANK, EQ,2025-05-28,1446.4,1447.6,1458.0,1442.5,1452.9,1453.8,1452.83,8618343,125210.3,135239,6094510,70.72
ICICIBANK, EQ,2025-05-29,1453.8,1456.6,1462.9,1445.0,1461.0,1456.5,1452.26,15545514,225761.89,210205,9168097,58.98
ICICIBANK, EQ,2025-05-30,1456.5,1459.9,1460.9,1444.3,1446.1,1445.8,1449.04,11803975,171044.66,155611,9243942,78.31
ICICIBANK, EQ,2025-06-02,1445.8,1442.0,1460.0,1432.8,1447.7,1450.5,1442.4,9458990,136436.24,178241,7185061,75.96
ICICIBANK, EQ,2025-06-03,1450.5,1454.9,1455.0,1432.0,1437.0,1437.9,1438.02,11167345,160588.77,225871,7883352,70.59
ICICIBANK, EQ,2025-06-04,1437.9,1437.4,1440.1,1426.4,1431.1,1431.0,1430.63,8025388,114813.43,147312,6399272,79.74
ICICIBANK, EQ,2025-06-05,1431.0,1430.9,1459.0,1427.3,1456.3,1454.8,1448.79,11385668,164953.94,176086,7490464,65.79
ICICIBANK, EQ,2025-06-06,1454.8,1448.6,1461.4,1442.1,1460.0,1459.7,1455.63,11580994,168576.22,215279,7527051,64.99
ICICIBANK, EQ,2025-06-09,1459.7,1465.0,1466.8,1433.4,1434.5,1434.8,1441.92,11022031,158928.38,337749,8311411,75.41
ICICIBANK, EQ,2025-06-10,1434.8,1439.0,1441.7,1416.5,1421.8,1422.9,1422.89,12905272,183628.44,376346,9233091,71.55
ICICIBANK, EQ,2025-06-11,1422.9,1421.8,1434.5,1418.6,1430.3,1431.0,1430.07,7136877,102062.08,234139,5213787,73.05
ICICIBANK, EQ,2025-06-12,1431.0,1430.5,1436.5,1420.0,1424.5,1425.2,1425.62,7953247,113382.8,184161,4407166,55.41
ICICIBANK, EQ,2025-06-13,1425.2,1403.6,1421.5,1403.6,1417.7,1416.1,1413.67,7573103,107058.44,188584,5409567,71.43
ICICIBANK, EQ,2025-06-16,1416.1,1416.6,1429.0,1414.2,1427.9,1426.9,1423.44,5451137,77593.41,89237,4310245,79.07
ICICIBANK, EQ,2025-06-17,1426.9,1426.9,1429.8,1417.8,1422.0,1423.2,1423.27,6970098,99202.98,193761,4384261,62.9
ICICIBANK, EQ,2025-06-18,1423.2,1417.0,1432.0,1410.2,1413.0,1412.6,1415.55,6751745,95574.44,162388,4930918,73.03
ICICIBANK, EQ,2025-06-19,1412.6,1408.0,1414.7,1404.7,1410.0,1411.3,1409.62,8849883,124749.98,342983,6010461,67.92
ICICIBANK, EQ,2025-06-20,1411.3,1411.3,1433.3,1410.2,1426.4,1427.1,1426.55,12408178,177008.88,160865,9969784,80.35
ICICIBANK, EQ,2025-06-23,1427.1,1417.0,1423.2,1411.9,1419.1,1420.1,1417.98,5514384,78193.02,160229,4193235,76.04
ICICIBANK, EQ,2025-06-24,1420.1,1427.7,1435.9,1416.5,1424.0,1424.1,1425.61,11188438,159503.53,188014,6401057,57.21
ICICIBANK, EQ,2025-06-25,1424.1,1422.0,1428.9,1415.3,1424.5,1425.8,1423.08,7527388,107120.47,147548,5401581,71.76
ICICIBANK, EQ,2025-06-26,1425.8,1424.8,1447.5,1421.7,1440.0,1439.1,1436.85,13617435,195662.1,220490,7893044,57.96
ICICIBANK, EQ,2025-06-27,1439.1,1438.9,1466.0,1437.1,1457.9,1462.2,1457.56,22532899,328430.86,217058,18874040,83.76
ICICIBANK, EQ,2025-06-30,1462.2,1461.8,1461.9,1442.3,1449.0,1445.8,1449.97,6325073,91711.83,187773,4806135,75.99
ICICIBANK, EQ,2025-07-01,1445.8,1445.7,1447.6,1429.6,1431.7,1432.0,1435.52,7761449,111417.36,185345,5716616,73.65
ICICIBANK, EQ,2025-07-02,1432.0,1432.2,1451.0,1422.6,1427.8,1427.8,1430.58,13372280,191301.58,213176,10579732,79.12
ICICIBANK, EQ,2025-07-03,1427.8,1432.1,1446.1,1423.7,1427.0,1425.9,1429.96,10177738,145537.51,181095,6408115,62.96
ICICIBANK, EQ,2025-07-04,1425.9,1427.0,1444.4,1421.1,1443.0,1442.8,1433.52,5066503,72629.14,127265,3620455,71.46
ICICIBANK, EQ,2025-07-07,1442.8,1437.0,1440.9,1429.6,1435.9,1435.7,1433.38,5177477,74213.12,127818,3743907,72.31
ICICIBANK, EQ,2025-07-08,1435.7,1432.0,1445.0,1430.0,1443.0,1442.0,1440.56,5315847,76577.9,123124,3368849,63.37
ICICIBANK, EQ,2025-07-09,1442.0,1436.2,1438.7,1426.6,1430.8,1431.9,1431.91,8827347,126399.71,120088,6924214,78.44
ICICIBANK, EQ,2025-07-10,1431.9,1436.8,1439.0,1422.1,1424.0,1424.1,1426.47,7795964,111207.36,158233,4717314,60.51
ICICIBANK, EQ,2025-07-11,1424.1,1422.0,1428.0,1414.6,1422.0,1421.9,1420.14,7158015,101654.11,154732,5738193,80.16
ICICIBANK, EQ,2025-07-14,1421.9,1424.9,1424.9,1416.1,1421.9,1423.0,1421.21,5846154,83085.88,113668,4583607,78.4
ICICIBANK, EQ,2025-07-15,1423.0,1421.1,1433.8,1419.0,1432.0,1430.8,1426.47,6041457,86179.66,175820,3807070,63.02
ICICIBANK, EQ,2025-07-16,1430.8,1426.0,1429.2,1419.1,1425.9,1426.4,1425.18,5649093,80509.96,121488,4149153,73.45
ICICIBANK, EQ,2025-07-17,1426.4,1421.0,1423.2,1409.5,1418.4,1418.7,1416.65,12927394,183136.04,234109,8338800,64.5
ICICIBANK, EQ,2025-07-18,1418.7,1415.8,1429.0,1408.5,1426.7,1425.8,1418.92,11297246,160298.82,205005,8549688,75.68
ICICIBANK, EQ,2025-07-21,1425.8,1448.0,1467.7,1437.0,1464.5,1465.8,1457.79,13867136,202154.22,232151,8215574,59.24
ICICIBANK, EQ,2025-07-22,1465.8,1474.1,1482.0,1469.7,1471.6,1473.6,1474.9,8930165,131710.93,233507,6249670,69.98
ICICIBANK, EQ,2025-07-23,1473.6,1482.9,1490.0,1472.6,1486.6,1488.6,1483.02,11974174,177578.9,184240,10069740,84.1
ICICIBANK, EQ,2025-07-24,1488.6,1487.7,1488.7,1478.1,1480.9,1483.4,1484.44,6700578,99466.15,137503,5077005,75.77
ICICIBANK, EQ,2025-07-25,1483.4,1500.0,1500.0,1473.6,1477.9,1477.1,1481.47,8696077,128830.11,193064,6264138,72.03
ICICIBANK, EQ,2025-07-28,1477.1,1477.1,1493.8,1477.1,1488.0,1488.4,1487.05,7507479,111640.17,199416,5825229,77.59
ICICIBANK, EQ,2025-07-29,1488.4,1479.9,1489.8,1475.4,1484.9,1486.2,1483.47,9776027,145024.89,230759,7299615,74.67
ICICIBANK, EQ,2025-07-30,1486.2,1487.7,1488.5,1477.3,1480.1,1482.4,1483.4,7238625,107377.75,176359,4892549,67.59
ICICIBANK, EQ,2025-07-31,1482.4,1469.9,1494.5,1464.0,1485.1,1481.4,1481.12,12406146,183750.22,306162,6656686,53.66
ICICIBANK, EQ,2025-08-01,1481.4,1480.4,1485.1,1469.8,1470.1,1471.6,1474.75,4416771,65136.46,142277,2567168,58.12
ICICIBANK, EQ,2025-08-04,1471.6,1476.8,1478.8,1461.3,1463.1,1463.2,1466.67,6140054,90054.49,135797,4439749,72.31
ICICIBANK, EQ,2025-08-05,1463.2,1453.0,1461.5,1441.0,1445.0,1444.4,1445.77,14799343,213963.98,156234,11697809,79.04
ICICIBANK, EQ,2025-08-06,1444.4,1442.3,1454.0,1441.6,1443.5,1443.6,1446.52,7805252,112904.38,121663,5971810,76.51
ICICIBANK, EQ,2025-08-07,1443.6,1441.1,1447.9,1429.1,1441.0,1440.3,1435.71,7432535,106709.3,151043,5220885,70.24
ICICIBANK, EQ,2025-08-08,1440.3,1445.9,1447.6,1432.0,1432.0,1435.9,1436.99,5415511,77820.62,102913,4355697,80.43
ICICIBANK, EQ,2025-08-11,1435.9,1427.9,1438.4,1420.4,1437.3,1436.6,1428.92,8492484,121350.56,182653,5821304,68.55
ICICIBANK, EQ,2025-08-12,1436.6,1431.0,1433.8,1420.1,1421.4,1422.0,1425.1,5913947,84279.87,199744,2757317,46.62
ICICIBANK, EQ,2025-08-13,1422.0,1424.6,1427.7,1415.2,1421.8,1420.8,1421.23,9009465,128045.4,158523,6650525,73.82
ICICIBANK, EQ,2025-08-14,1420.8,1412.0,1431.1,1412.0,1427.6,1427.3,1426.41,7577793,108090.6,146431,4736884,62.51
