symbol,series,date,prev_close,open,high,low,last,close,AVG_PRICE,volume,turnover_lacs,num_trades,deliv_qty,deliv_per,ret_1d,ret_5d,vwap_proxy,sma_5,sma_20,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,atr_14,close_lag_1,ret_lag_1,close_lag_2,ret_lag_2,close_lag_3,ret_lag_3,close_lag_5,ret_lag_5,close_lag_10,ret_lag_10,y_ret,y_cls,signal,shift_sig,strat_ret,equity_curve
ICICIBANK, EQ,2025-05-20,1449.0,1450.2,1459.0,1435.5,1439.5,1438.2,1440.54,11352383,163535.93,128816,8054354,70.95,-0.25816268633620465,0.5312456312037028,1444.2333333333333,1443.6399999999999,1429.225,1436.1057065426298,1427.6035574509501,56.75449458969725,8.502149091679712,6.994771373311606,1.5073777183681063,1429.225,1462.1320061329134,1396.3179938670864,31.147614101644987,1449.0,-0.343878954607979,1454.0,0.22056796250344846,1450.8,1.724863273033228,1430.6,-1.2357611322057371,1431.6,0.1539107317755528,0.4519538311778648,0,1,-1.0,0.25766268633620465,-0.18292367298575074
HDFCBANK, EQ,2025-05-20,1938.7,1928.1,1934.6,1913.0,1917.1,1914.9,1918.55,11939545,229066.56,176524,8268352,69.25,0.3314559866499791,-0.400499323832304,1920.8333333333333,1926.5400000000002,1926.8699999999997,1926.4533443285566,1922.9297841164619,59.587238630731385,3.523560212094708,4.311922189455317,-0.7883619773606094,1926.8699999999997,1960.5850349094783,1893.154965090521,34.255440831566354,1938.7,0.20675040057889227,1934.7,0.046540490226498754,1933.8,1.2142782372029703,1922.6,-1.7678315961577873,1931.7,-0.26332094175960385,0.6214423729698604,1,-1,1.0,0.3309559866499791,-0.243463357660388
TCS, EQ,2025-05-20,3518.8,3531.8,3558.0,3494.0,3503.0,3498.3,3515.81,2038374,71665.41,138343,1246214,61.14,0.8268839103869654,-0.47510668563299774,3516.7666666666664,3541.4,3474.12,3505.5880604305016,3453.7206175469946,62.42376620893866,51.86744288350701,51.46534117386813,0.4021017096388775,3474.12,3612.247623671201,3335.992376328799,74.86019807844548,3518.8,-1.19338443826692,3561.3,-0.5195675856867532,3579.9,0.8791951982416224,3515.0,-2.9112805214893456,3460.0,0.1650117245172611,0.7860961038218539,1,-1,-1.0,-0.8273839103869653,-0.04202569276339584
RELIANCE, EQ,2025-05-20,1440.8,1438.2,1445.0,1421.8,1424.5,1424.6,1429.91,11270560,161159.06,182531,8038555,71.32,-0.5927736329074123,0.6286642650279006,1430.4666666666665,1440.08,1394.205,1418.5874470778533,1382.0640357388654,70.87539363094578,36.5234113389879,36.006415441683586,0.5169958973043123,1394.205,1501.6662777261017,1286.7437222738981,34.24135594626417,1440.8,-1.0711343037627108,1456.4,0.1512859304084735,1454.2,2.0921089581578123,1415.7,-1.4479638009049722,1420.9,-0.7266121707538487,0.32289765548225713,0,1,-1.0,0.5927736329074123,-0.06693741533820474
INFY, EQ,2025-05-20,1559.8,1570.0,1583.5,1558.0,1563.5,1560.6,1566.97,7143998,111944.55,160169,4221467,59.09,0.09546539379474939,-0.5100089251561912,1567.3666666666668,1583.1399999999999,1524.72,1554.2716385357598,1517.277397367436,70.758880804879,36.994241168323924,34.48513430870295,2.509106859620971,1524.72,1631.205236930809,1418.234763069191,40.166876267487986,1559.8,-1.8932008302409042,1589.9,-1.4321140731556103,1613.0,1.2936448128610945,1568.6,-3.583502366463842,1511.5,0.1922312077422772,0.5062155581186722,1,-1,1.0,0.09496539379474939,-0.07329415334540006
ICICIBANK, EQ,2025-05-21,1438.2,1442.9,1451.3,1438.5,1445.4,1444.7,1445.11,5510460,79632.42,106396,3293659,59.77,-0.07426630783032162,1.2971532744355585,1444.8333333333333,1447.3400000000001,1430.635,1437.4279055360714,1428.8699606027317,58.61429739408364,8.55794493333974,7.307406085317233,1.250538848022508,1430.635,1463.6626614529798,1397.6073385470202,29.85849880867034,1438.2,-0.7453416149068248,1449.0,-0.343878954607979,1454.0,0.22056796250344846,1426.2,-0.30756326017055136,1435.4,0.2654372729812948,-0.1799681594794822,0,1,-1.0,0.07376630783032162,-0.07870079242323964
TCS, EQ,2025-05-21,3498.3,3508.0,3537.0,3498.3,3521.1,3525.8,3523.98,1440153,50750.75,72782,959668,66.64,1.4405066795874575,-0.6453067320427053,3520.366666666667,3536.8199999999997,3484.69,3508.69758959504,3459.059831062032,64.62450169577308,49.637758533007855,51.09982464569608,-1.4620661126882268,3484.69,3602.1654066087667,3367.2145933912334,72.27732678712793,3498.3,-0.5825849721495913,3518.8,-1.19338443826692,3561.3,-0.5195675856867532,3548.7,0.9587482219061139,3445.1,-0.43063583815029505,-1.384083044982709,-1,-1,1.0,1.4400066795874575,-0.19203045920153072
HDFCBANK, EQ,2025-05-21,1914.9,1927.0,1946.9,1921.1,1925.2,1926.8,1930.42,7566020,146055.83,205548,4481751,59.24,-0.45351409609166715,0.8479011828744998,1931.6000000000001,1929.78,1925.125,1926.506675970317,1923.2164667745017,61.41537016169012,3.2902091958153505,4.107579590727324,-0.8173703949119737,1925.125,1954.5951186753098,1895.6548813246902,34.0943379150259,1914.9,-1.227626760200129,1938.7,0.20675040057889227,1934.7,0.046540490226498754,1910.6,-0.6241547903880207,1945.6,0.7195734327276382,-0.358106705418304,0,-1,-1.0,0.45301409609166715,-0.2790229640987799
RELIANCE, EQ,2025-05-21,1424.6,1423.9,1436.2,1418.1,1428.2,1429.2,1427.75,6136364,87612.09,232529,3499009,57.02,-0.2582520240813784,0.33698399326032025,1427.8333333333333,1441.04,1401.105,1420.2201475274144,1385.5555886470977,71.41240205478368,34.66455888031669,35.73804412941021,-1.0734852490935225,1401.105,1497.9119913743186,1304.2980086256814,33.08840195010246,1424.6,-1.124375347029427,1440.8,-1.0711343037627108,1456.4,0.1512859304084735,1424.4,0.6145369781733523,1406.0,-1.048631149271595,-1.3853904282115859,-1,1,-1.0,0.2582520240813784,-0.3510812093424756
INFY, EQ,2025-05-21,1560.6,1567.9,1571.0,1552.1,1566.9,1568.5,1566.02,4157309,65104.14,112304,2650877,63.76,0.0974671144696333,-1.5008791760864115,1563.8666666666668,1578.36,1532.005,1556.460617222566,1521.0716642291072,71.46928033384683,35.388952993458815,34.665898045654124,0.723054947804691,1532.005,1628.608726091372,1435.4012739086281,38.647813676953135,1560.6,0.05128862674701473,1559.8,-1.8932008302409042,1589.9,-1.4321140731556103,1592.4,1.5172765523396858,1508.3,-0.21171022163414266,-1.3388587822760645,-1,-1,1.0,0.0969671144696333,-0.38512454115692474
ICICIBANK, EQ,2025-05-22,1444.7,1441.1,1445.3,1427.8,1440.0,1442.1,1435.62,7245933,104023.74,147665,4114985,56.79,-0.08058654765699724,-0.5996691480562477,1438.3999999999999,1445.6,1431.52,1438.1466892997528,1429.8499635210478,57.54818684396947,8.296725778704968,7.50527002399478,0.7914557547101877,1431.52,1464.7918689459718,1398.2481310540281,28.975748893765317,1444.7,0.4519538311778648,1438.2,-0.7453416149068248,1449.0,-0.343878954607979,1450.8,1.724863273033228,1435.5,0.0069666991779238074,0.5339435545385296,1,1,-1.0,0.08008654765699724,-0.41596783607616794
HDFCBANK, EQ,2025-05-22,1926.8,1915.2,1924.2,1905.2,1924.0,1919.9,1914.84,10653335,203994.11,255429,6993511,65.65,0.3313223770889677,-0.7187920157203376,1916.4333333333334,1927.0,1924.925,1925.490264282576,1922.9708025689831,59.728214106043204,2.5194617135928183,3.7899560153004233,-1.270494301707605,1924.925,1954.4842803131532,1895.3657196868467,33.20188520680976,1926.8,0.6214423729698604,1914.9,-1.227626760200129,1938.7,0.20675040057889227,1933.8,1.2142782372029703,1928.5,-0.87890625,0.7135788322308434,1,-1,1.0,0.3308223770889677,-0.5535793043994399
RELIANCE, EQ,2025-05-22,1429.2,1421.2,1423.8,1396.9,1411.5,1409.4,1406.85,12134466,170714.02,228031,7420006,61.15,-0.26589926558674926,-3.0807316737725188,1410.0333333333335,1432.0800000000002,1406.575,1418.5555094462736,1387.3218413399052,65.78939093965275,31.23366810636844,34.83716892480186,-3.6035008184334174,1406.575,1490.8842521613142,1322.265747838686,33.032087525095136,1429.2,0.32289765548225713,1424.6,-1.124375347029427,1440.8,-1.0711343037627108,1454.2,2.0921089581578123,1407.0,0.07112375533429027,1.2345679012345512,1,1,-1.0,0.26539926558674926,-0.7004988452310748
TCS, EQ,2025-05-22,3525.8,3495.0,3497.8,3451.3,3483.4,3477.0,3473.54,2034383,70665.04,138574,994931,48.91,1.4670072371221794,-2.8743819659767023,3475.366666666667,3516.2400000000002,3487.8900000000003,3503.821037349649,3460.3887324648445,58.119488359744565,43.43230488480458,49.56632069351778,-6.134015808713201,3487.8900000000003,3600.530198489659,3375.2498015103415,72.43608915947594,3525.8,0.7860961038218539,3498.3,-0.5825849721495913,3518.8,-1.19338443826692,3579.9,0.8791951982416224,3448.9,0.11030158776232923,1.0813920046016667,1,-1,1.0,1.4665072371221795,-1.7277854713581755
INFY, EQ,2025-05-22,1568.5,1555.5,1560.8,1540.0,1551.0,1547.5,1548.79,6158990,95389.94,162974,3066603,49.79,-0.5549324129997124,-4.0607563546187215,1549.4333333333334,1565.2599999999998,1535.635,1555.0820607267867,1523.0293187306547,66.82193837026324,32.052741996132,34.1432668357497,-2.0905248396177,1535.635,1628.5910229921994,1442.6789770078005,37.92296984288505,1568.5,0.5062155581186722,1560.6,0.05128862674701473,1559.8,-1.8932008302409042,1613.0,1.2936448128610945,1511.4,0.20552940396474373,1.1179321486268101,1,1,-1.0,0.5544324129997125,-2.6857257393891345
INFY, EQ,2025-05-23,1547.5,1550.0,1587.2,1550.0,1566.1,1564.8,1573.82,5038421,79295.82,119392,2852197,56.61,0.011179321486268101,-1.5787156424932447,1567.3333333333333,1560.24,1540.305,1556.577128307281,1526.1234432691247,68.63156730964002,30.453685038156436,33.40535047623105,-2.9516654380746132,1540.305,1628.9583040319958,1451.6516959680043,38.04990056839327,1547.5,-1.3388587822760645,1568.5,0.5062155581186722,1560.6,0.05128862674701473,1589.9,-1.4321140731556103,1507.6,-0.25142252216489025,1.0033231083844685,1,-1,1.0,0.0106793214862681,-2.7144074679840164
ICICIBANK, EQ,2025-05-23,1442.1,1442.2,1451.8,1434.4,1450.5,1449.8,1446.83,5203706,75288.52,113699,3606983,69.32,-0.07349182004089982,-0.2888583218706997,1445.3333333333333,1444.76,1433.875,1439.93950633056,1431.3277440009701,59.875781364492894,8.611762329589965,7.726568485113817,0.8851938444761478,1433.875,1465.1664230723816,1402.5835769276184,28.148909687067786,1442.1,-0.1799681594794822,1444.7,0.4519538311778648,1438.2,-0.7453416149068248,1454.0,0.22056796250344846,1388.9,-3.246255660048758,0.744930335218652,1,1,-1.0,0.07299182004089982,-2.9125370094047804
RELIANCE, EQ,2025-05-23,1409.4,1406.6,1433.8,1406.6,1426.0,1426.8,1424.63,6474883,92243.12,135371,3788597,58.51,-0.015864257138915705,-2.032408678934372,1422.3999999999999,1426.1599999999999,1412.835,1419.8238926083854,1390.246149388801,68.16191680154967,29.577743219584363,33.78528378375836,-4.207540564173996,1412.835,1481.4587422471263,1344.2112577528737,32.6155098447312,1409.4,-1.3853904282115859,1429.2,0.32289765548225713,1424.6,-1.124375347029427,1456.4,0.1512859304084735,1377.2,-2.117981520966594,0.5606952621250327,1,1,1.0,-0.016364257138915705,-2.864875504856272
TCS, EQ,2025-05-23,3477.0,3477.0,3535.0,3465.6,3508.0,3514.6,3511.99,1274331,44754.4,71383,674867,52.96,1.46327446033081,-1.311318900401548,3505.066666666667,3506.9,3493.54,3505.479339295857,3464.404381911893,61.347816850491704,41.07495738396392,47.86804803160701,-6.793090647643091,3493.54,3599.067375345778,3388.012624654222,72.21922564808482,3477.0,-1.384083044982709,3525.8,0.7860961038218539,3498.3,-0.5825849721495913,3561.3,-0.5195675856867532,3440.3,-0.24935486676911367,0.6458771979741762,1,-1,1.0,1.46327446033081,-7.0569746631397905
HDFCBANK, EQ,2025-05-23,1919.9,1920.1,1937.0,1914.5,1933.5,1933.6,1929.98,4783036,92311.51,116301,3324907,69.51,-0.4498378193820065,-0.056856360159207586,1928.3666666666668,1926.78,1925.765,1926.7379159314105,1923.7581505268363,61.96253674907869,2.9797654045742092,3.6279178931551805,-0.6481524885809713,1925.765,1955.306925604487,1896.223074395513,32.43746483489478,1919.9,-0.358106705418304,1926.8,0.6214423729698604,1914.9,-1.227626760200129,1934.7,0.046540490226498754,1889.7,-2.0119263676432464,0.3413322300372501,0,-1,-1.0,0.4493378193820065,-10.227940269709094
TCS, EQ,2025-05-26,3514.6,3521.0,3545.0,3510.1,3538.0,3537.3,3536.37,967470,34213.3,67043,523834,54.14,0.8293856019859331,0.5257474138911089,3530.8000000000006,3510.6,3498.005,3510.3748255580326,3469.8040573258268,63.19251203713759,40.570768232205864,46.40859207172678,-5.837823839520915,3498.005,3602.9746191636837,3393.0353808363166,69.55356667322162,3514.6,1.0813920046016667,3477.0,-1.384083044982709,3525.8,0.7860961038218539,3518.8,-1.19338443826692,3620.4,5.235008574833588,-1.091227772594927,-1,-1,-1.0,-0.8293856019859331,-1.7450338720402498
ICICIBANK, EQ,2025-05-26,1449.8,1458.0,1471.6,1455.0,1460.5,1460.6,1460.94,5608725,81939.95,189038,3892907,69.41,-0.5870861956859752,0.800552104899932,1462.3999999999999,1447.08,1436.665,1443.1180438181661,1433.4960592601576,62.9446592457274,9.621984558008535,8.10565169969276,1.5163328583157742,1436.665,1466.9762468270535,1406.3537531729464,27.69541613799151,1449.8,0.5339435545385296,1442.1,-0.1799681594794822,1444.7,0.4519538311778648,1449.0,-0.343878954607979,1448.5,4.291165670674624,-0.9722032041626583,-1,1,-1.0,0.5870861956859752,-2.769519169319527
RELIANCE, EQ,2025-05-26,1426.8,1432.0,1441.0,1425.1,1435.9,1434.8,1437.16,4842944,69601.06,171837,2806268,57.95,-0.0176639737094344,-0.41643531371460263,1433.6333333333332,1424.96,1419.5549999999998,1422.1279091301724,1393.5464346192603,69.21888028907262,28.58147451091213,32.74452192918911,-4.163047418276982,1419.5549999999998,1463.8184445825873,1375.2915554174124,31.421544855821836,1426.8,1.2345679012345512,1409.4,-1.3853904282115859,1429.2,0.32289765548225713,1440.8,-1.0711343037627108,1436.5,4.305837932036005,-0.8851407861722893,-1,1,1.0,-0.0181639737094344,-2.719213695940233
HDFCBANK, EQ,2025-05-26,1933.6,1935.0,1949.9,1926.9,1940.3,1940.2,1939.47,5401430,104759.12,201842,3386064,62.69,0.35224421522163385,0.07737143446640005,1939.0,1927.08,1927.2149999999997,1928.8090057881166,1924.9760653026262,63.02677861711059,3.832940485490326,3.66892241162221,0.16401807386811607,1927.2149999999997,1956.5932071037623,1897.836792896237,31.76336020383087,1933.6,0.7135788322308434,1919.9,-0.358106705418304,1926.8,0.6214423729698604,1938.7,0.20675040057889227,1957.2,3.5719955548499716,-0.7164209875270666,-1,-1,1.0,0.35224421522163385,-3.677040990286619
INFY, EQ,2025-05-26,1564.8,1566.6,1583.8,1562.7,1582.0,1580.5,1577.54,3170102,50009.74,84853,1872239,59.06,-0.1853932584269663,1.3270932170791117,1575.6666666666667,1564.3799999999999,1545.3200000000002,1560.257570106161,1530.1513363603005,70.21907188007793,30.106233745860436,32.74552713015693,-2.6392933842964936,1545.3200000000002,1630.9535054938071,1459.6864945061932,36.8391933849366,1564.8,1.1179321486268101,1547.5,-1.3388587822760645,1568.5,0.5062155581186722,1559.8,-1.8932008302409042,1626.9,7.913239586097132,-0.6580196140461902,-1,-1,-1.0,0.1848932584269663,-4.35690108035023
RELIANCE, EQ,2025-05-27,1434.8,1426.1,1437.0,1413.9,1424.2,1422.1,1421.81,12640414,179722.11,211047,6965099,55.1,-0.10022144890857332,-0.1754878562403528,1424.3333333333333,1424.46,1422.22,1422.1236154178382,1395.661513536352,65.50129147951176,26.462101881486205,31.488037919648534,-5.025936038162328,1422.22,1459.4809913137615,1384.9590086862386,30.8271487946917,1434.8,0.5606952621250327,1426.8,1.2345679012345512,1409.4,-1.3853904282115859,1424.6,-1.124375347029427,1415.7,-1.4479638009049722,-0.6469305955980498,-1,1,-1.0,0.10022144890857332,-4.793556019374258
HDFCBANK, EQ,2025-05-27,1940.2,1931.6,1948.0,1916.3,1926.8,1926.3,1927.12,13081074,252087.51,202672,7560818,57.8,0.3545460938049365,0.5953313488954892,1930.2,1929.36,1927.52,1928.4230048976372,1925.0741345394688,59.26590073302277,3.3488703581683694,3.604912000931442,-0.25604164276307273,1927.52,1956.7176639296256,1898.3223360703744,31.758834474985814,1940.2,0.3413322300372501,1933.6,0.7135788322308434,1919.9,-0.358106705418304,1914.9,-1.227626760200129,1922.6,-1.7678315961577873,-0.14535638270258833,0,-1,1.0,0.3540460938049365,-6.4906958034688556
TCS, EQ,2025-05-27,3537.3,3532.0,3540.0,3483.1,3501.0,3498.7,3500.34,2467680,86377.19,165908,1251300,50.71,0.81627991486269,0.011434125146481122,3507.2666666666664,3510.6800000000003,3500.7650000000003,3508.5786985491045,3471.9444975239135,58.1135590753646,36.63420102519103,44.45371386241963,-7.819512837228601,3500.7650000000003,3602.555068277806,3398.9749317221945,68.64974048227722,3537.3,0.6458771979741762,3514.6,1.0813920046016667,3477.0,-1.384083044982709,3498.3,-0.5825849721495913,3515.0,-2.9112805214893456,-0.028582044759484226,0,-1,-1.0,-0.81677991486269,-1.1892258377119447
INFY, EQ,2025-05-27,1580.5,1579.9,1582.9,1556.4,1570.9,1570.1,1567.8,7775714,121907.52,206543,4301312,55.32,-0.5512333152313716,0.6087402281173881,1569.8,1566.28,1549.7199999999998,1561.7717900898285,1533.1104966299079,67.77230392204473,28.66129345992067,31.92868039610968,-3.267386936189009,1549.7199999999998,1630.5867415859993,1468.8532584140003,36.10067957172684,1580.5,1.0033231083844685,1564.8,1.1179321486268101,1547.5,-1.3388587822760645,1560.6,0.05128862674701473,1568.6,-3.583502366463842,0.10827335838481389,0,-1,-1.0,0.5512333152313716,-1.844766738792705
ICICIBANK, EQ,2025-05-27,1460.6,1452.5,1463.0,1435.7,1445.3,1446.4,1445.59,14842959,214568.12,221484,9079508,61.17,-0.07878479077765732,0.5701571408705419,1448.3666666666668,1448.72,1437.5449999999998,1443.622960153833,1434.4519067223682,56.793960628115485,9.17105343146477,8.318732046047163,0.852321385417607,1437.5449999999998,1467.9166956184022,1407.1733043815975,27.667172128134972,1460.6,0.744930335218652,1449.8,0.5339435545385296,1442.1,-0.1799681594794822,1438.2,-0.7453416149068248,1430.6,-1.2357611322057371,0.5116150442477707,1,1,-1.0,0.07878479077765732,-1.9901063003420694
RELIANCE, EQ,2025-05-28,1422.1,1420.1,1422.6,1410.7,1412.8,1412.9,1414.99,5944611,84115.76,169185,3712454,62.45,-0.023160951327433676,-1.1404981808004422,1415.4000000000003,1421.2,1422.8799999999999,1420.7045976612478,1396.938438459585,62.86720677154147,23.76615920166273,29.943662176051376,-6.177502974388645,1422.8799999999999,1458.9086786353664,1386.8513213646333,29.475209595070854,1422.1,-0.8851407861722893,1434.8,0.5606952621250327,1426.8,1.2345679012345512,1429.2,0.32289765548225713,1424.4,0.6145369781733523,0.34680444475898575,0,1,1.0,-0.023660951327433677,-1.9430184920332565
HDFCBANK, EQ,2025-05-28,1926.3,1920.2,1934.5,1917.7,1928.4,1923.5,1922.92,9078797,174578.07,179687,6653105,73.28,0.3613843867223441,-0.17126842433049516,1925.2333333333333,1928.7,1928.2549999999999,1927.6656195287699,1924.9575319809896,58.50852534398814,2.7080875477802238,3.4255471103011987,-0.717459562520975,1928.2549999999999,1956.1808774540557,1900.329122545944,30.69034629820111,1926.3,-0.7164209875270666,1940.2,0.3413322300372501,1933.6,0.7135788322308434,1926.8,0.6214423729698604,1910.6,-0.6241547903880207,0.20795425006499002,0,-1,1.0,0.3613843867223441,-2.6451950381668685
TCS, EQ,2025-05-28,3498.7,3520.0,3529.0,3493.0,3500.1,3497.7,3501.32,1222933,42818.81,80594,774223,63.31,0.818403951130751,-0.7969822451642239,3506.566666666667,3505.06,3502.025,3506.905052618473,3473.8523125221423,57.98353892373278,33.05274009633058,42.17351910920183,-9.120779012871246,3502.025,3602.96220559677,3401.08779440323,66.31761616211456,3498.7,-1.091227772594927,3537.3,0.6458771979741762,3514.6,1.0813920046016667,3525.8,0.7860961038218539,3548.7,0.9587482219061139,0.011436086571170456,0,-1,-1.0,-0.818903951130751,-0.47903436990056225
INFY, EQ,2025-05-28,1570.1,1581.0,1587.7,1570.0,1571.8,1571.8,1576.59,3623370,57125.74,136660,2213676,61.09,-0.5506189781856649,0.2103920943576698,1576.5,1566.94,1553.435,1563.3145916144704,1535.9763857684331,67.9687807934535,27.338205846037226,31.01058548609519,-3.672379640057965,1553.435,1630.9583282377157,1475.9116717622842,34.7863453166035,1570.1,-0.6580196140461902,1580.5,1.0033231083844685,1564.8,1.1179321486268101,1568.5,0.5062155581186722,1592.4,1.5172765523396858,0.8779742969843518,1,-1,-1.0,0.5506189781856649,-0.7427997851710237
